leading_item_id,following_item_id,value
JERHKLYW,TANNMIMB,0
ELQGMQWE,NAQIHUKZ,0
SDWAYPIK,LRVGFDFM,11241783
KEUWZRKO,VWMBASNE,88480
SDWAYPIK,IGDVVKUD,12326
AANGBULD,VUAFAIYJ,582844
RAWUKQMJ,DNMPSKTB,5167499
XMKRPGLB,BEZYMBBT,3486807
VBYCLTYZ,WBLJNPZQ,149247
JBVHSUWY,SDWAYPIK,5358826
LPHPPJUG,DEWLVASR,417754
RJCAXSGH,ZKENOUDA,373089
KJNSOAHR,EVBVXETX,5157814
QVLMOEYE,ATLDMDBO,42136251
UIFPPCLR,QVLMOEYE,967095
AHMDUILJ,HXYSSRXE,5356483
DJBLNPNC,AXULOHBQ,73175
AHMDUILJ,DUCMGGNW,640042
EVBVXETX,BLANHGYY,32823
XIPPENFQ,DDEXPPXU,14150
DEWLVASR,WPQXWHYO,10908449
BEZYMBBT,UIFPPCLR,81900
WBLJNPZQ,AXULOHBQ,73175
OKMBFVKS,RCBZUSIM,7614
DNMPSKTB,ANWUJOKX,0
QRKRBYJL,ATLDMDBO,42136251
FRHNWLNI,RCBZUSIM,7614
ZCELVYQU,ELQGMQWE,711795
SDWAYPIK,OGAFEHLU,0
APQGTRMF,JPBRUTWP,5601918
UIFPPCLR,QRKRBYJL,2217855
RJCAXSGH,ELQGMQWE,711795
VWMBASNE,XIPPENFQ,102552
SDWAYPIK,UIFPPCLR,81900
NAQIHUKZ,FITUEHWN,78659
AXULOHBQ,BSRMSVTC,285558
OGAFEHLU,GYHKIVQT,15789498
LPHPPJUG,NZKBIBNU,249213
HXYSSRXE,SDWAYPIK,5358826
DNMPSKTB,ATLDMDBO,42136251
ZCELVYQU,KFQSHBNH,9654609
OXKURKXR,LTOYKIML,379221
WBLJNPZQ,BSRMSVTC,285558
APQGTRMF,QVLMOEYE,967095
ATLDMDBO,QRKRBYJL,2217855
GYHKIVQT,BEZYMBBT,3486807
LRVGFDFM,SDWAYPIK,5358826
BTMOEMEP,ANWUJOKX,0
RCBZUSIM,FDXPMYGF,2013
DNMPSKTB,UGEQLMXM,173044
UIFPPCLR,IGDVVKUD,12326
JPBRUTWP,SDWAYPIK,5358826
QSDCUCLB,ROACSLMG,2165616
LRVGFDFM,VBYCLTYZ,360914
BEZYMBBT,DBWLZWNK,162894
ATLDMDBO,LRVGFDFM,11241783
ANWUJOKX,WQMVCOEM,42718
PLMZALFA,QSDCUCLB,4
WBLJNPZQ,XUOIQPFL,2585695
JBVHSUWY,KEUWZRKO,413339
ZKENOUDA,MBSBZBXA,6160643
ELQGMQWE,JSLXRQOK,8039
VBYCLTYZ,ATLDMDBO,42136251
XUOIQPFL,ATLDMDBO,42136251
RAWUKQMJ,GYHKIVQT,15789498
UIFPPCLR,ATLDMDBO,42136251
ATLDMDBO,DBWLZWNK,162894
XUOIQPFL,ANWUJOKX,0
FDXPMYGF,PLMZALFA,0
XUOIQPFL,VBYCLTYZ,360914
ZGJXVMNI,VUAFAIYJ,582844
FDXPMYGF,BSRMSVTC,285558
GYHKIVQT,APQGTRMF,25527
XUOIQPFL,DBWLZWNK,162894
RJGPVEXX,ZKENOUDA,373089
SDWAYPIK,JPBRUTWP,5601918
BLANHGYY,AXULOHBQ,73175
RJGPVEXX,FITUEHWN,78659
UGEQLMXM,SDWAYPIK,5358826
XUOIQPFL,LRVGFDFM,11241783
HXYSSRXE,AXULOHBQ,73175
DNMPSKTB,RCBZUSIM,7614
JPBRUTWP,BEZYMBBT,3486807
WBLJNPZQ,HXYSSRXE,5356483
JPBRUTWP,HXYSSRXE,5356483
ATLDMDBO,IGDVVKUD,12326
GYHKIVQT,ATLDMDBO,42136251
QSDCUCLB,JPBRUTWP,5601918
OKMBFVKS,QVLMOEYE,967095
KFQSHBNH,ELQGMQWE,711795
ROACSLMG,BEZYMBBT,3486807
ZCELVYQU,BLANHGYY,32823
GYHKIVQT,JBVHSUWY,322065
OJIFIHMZ,FITUEHWN,78659
FQCLOEXA,NZKBIBNU,249213
WBLJNPZQ,JPBRUTWP,5601918
QRKRBYJL,QVLMOEYE,967095
KAGJCHMR,LTOYKIML,379221
OKMBFVKS,FRHNWLNI,968919
SAHWCZNH,RJGPVEXX,605191
ELQGMQWE,ZKENOUDA,373089
VBYCLTYZ,BJALXPFS,134992
ZCELVYQU,UGEQLMXM,173044
DUCMGGNW,KEUWZRKO,413339
JSLXRQOK,NAQIHUKZ,0
FRHNWLNI,UIFPPCLR,81900
GYHKIVQT,QVLMOEYE,967095
SDWAYPIK,UGEQLMXM,173044
VBYCLTYZ,BEZYMBBT,3486807
JPBRUTWP,UGEQLMXM,173044
OKMBFVKS,BEZYMBBT,3486807
SDWAYPIK,QVLMOEYE,967095
VBYCLTYZ,RCBZUSIM,7614
BJALXPFS,RCBZUSIM,7614
QVLMOEYE,FRHNWLNI,968919
EVBVXETX,WPQXWHYO,10908449
BTMOEMEP,DBWLZWNK,162894
UGEQLMXM,BTMOEMEP,13823982
BTMOEMEP,OXKURKXR,98073
DNMPSKTB,OGAFEHLU,0
XUOIQPFL,RAWUKQMJ,3602369
EVBVXETX,FRHNWLNI,968919
XUOIQPFL,OXKURKXR,98073
CCLHWFWF,LTOYKIML,379221
CCLHWFWF,OGAFEHLU,0
VBYCLTYZ,QVLMOEYE,967095
DNMPSKTB,QRKRBYJL,2217855
LPHPPJUG,AHMDUILJ,106090
LUENUFGA,SAHWCZNH,2023633
QRKRBYJL,RCBZUSIM,7614
SDWAYPIK,GYHKIVQT,15789498
WPQXWHYO,EVBVXETX,5157814
SDWAYPIK,RAWUKQMJ,3602369
JPBRUTWP,QRKRBYJL,2217855
ZXERAXWP,KFQSHBNH,9654609
LPHPPJUG,ZKENOUDA,373089
SDWAYPIK,ANWUJOKX,0
BTMOEMEP,JPBRUTWP,5601918
EVBVXETX,ZCELVYQU,137442
DNMPSKTB,PYZMVUWD,4701
QRKRBYJL,IGDVVKUD,12326
WBLJNPZQ,RJGPVEXX,605191
XIFHSOWQ,SAHWCZNH,2023633
RUVXNNVA,GKQIJYDH,6426763
APQGTRMF,OKMBFVKS,1836910
QSDCUCLB,UGEQLMXM,173044
DBWLZWNK,IGDVVKUD,12326
FCYBOAXC,WBLJNPZQ,149247
OKMBFVKS,DJBLNPNC,1044
CCLHWFWF,VWMBASNE,88480
SDWAYPIK,QRKRBYJL,2217855
DNMPSKTB,RAWUKQMJ,3602369
RJCAXSGH,KFQSHBNH,9654609
NZKBIBNU,AANGBULD,324918
DBWLZWNK,BLANHGYY,32823
QVLMOEYE,XUOIQPFL,2585695
BEZYMBBT,JPBRUTWP,5601918
AHMDUILJ,UXSPKBJR,490897
DNMPSKTB,WBLJNPZQ,149247
UXSPKBJR,HXYSSRXE,5356483
ANWUJOKX,VBYCLTYZ,360914
NZKBIBNU,EVBVXETX,5157814
GKQIJYDH,ZXERAXWP,27197
OKMBFVKS,WBLJNPZQ,149247
ZCELVYQU,FWUCPMMW,9048
RJGPVEXX,UQYUIVVR,5026263
UXSPKBJR,WQMVCOEM,42718
TANNMIMB,JBVHSUWY,322065
ZKENOUDA,ZGJXVMNI,2630438
JPBRUTWP,OGAFEHLU,0
OJIFIHMZ,RUVXNNVA,0
CCLHWFWF,FCYBOAXC,111121953
VBYCLTYZ,ANWUJOKX,0
SDWAYPIK,OKMBFVKS,1836910
BSRMSVTC,VMAQSTJE,34540
XIIEJNEE,RCBZUSIM,7614
UXSPKBJR,VBYCLTYZ,360914
QVLMOEYE,FDXPMYGF,2013
UGEQLMXM,DJBLNPNC,1044
ATLDMDBO,RAWUKQMJ,3602369
ROACSLMG,VBYCLTYZ,360914
BEZYMBBT,RAWUKQMJ,3602369
UXSPKBJR,RCBZUSIM,7614
ROACSLMG,DJBLNPNC,1044
OXKURKXR,DJBLNPNC,1044
LUENUFGA,XIPPENFQ,102552
DBWLZWNK,OXKURKXR,98073
XUOIQPFL,DJBLNPNC,1044
XUOIQPFL,VWMBASNE,88480
BTMOEMEP,JBVHSUWY,322065
BLANHGYY,BSRMSVTC,285558
VBYCLTYZ,OXKURKXR,98073
ROACSLMG,SNHYOVBM,454644
FQCLOEXA,KJNSOAHR,13964898
UGEQLMXM,QVLMOEYE,967095
XUOIQPFL,WBLJNPZQ,149247
FRHNWLNI,IGDVVKUD,12326
DNMPSKTB,OXKURKXR,98073
TGOELCAG,XMKRPGLB,1398564
XIFHSOWQ,LUENUFGA,3702768
OKMBFVKS,BTMOEMEP,13823982
ZGJXVMNI,AANGBULD,324918
RAWUKQMJ,AXULOHBQ,73175
XIIEJNEE,DBWLZWNK,162894
QVLMOEYE,ANWUJOKX,0
WBLJNPZQ,SDWAYPIK,5358826
BJALXPFS,DNMPSKTB,5167499
OGAFEHLU,OXKURKXR,98073
OKMBFVKS,ANWUJOKX,0
BTMOEMEP,OKMBFVKS,1836910
NZKBIBNU,DEWLVASR,417754
XIIEJNEE,FRHNWLNI,968919
VUAFAIYJ,ELQGMQWE,711795
XUOIQPFL,QSDCUCLB,4
ELQGMQWE,RUVXNNVA,0
QVLMOEYE,DNMPSKTB,5167499
KJNSOAHR,KFQSHBNH,9654609
ZKENOUDA,AANGBULD,324918
PLMZALFA,OGAFEHLU,0
LRVGFDFM,OXKURKXR,98073
ZCELVYQU,RJCAXSGH,4423848
WBLJNPZQ,LPHPPJUG,1222239
ATLDMDBO,ANWUJOKX,0
JERHKLYW,QKXNTIIB,2541941
XMKRPGLB,SNHYOVBM,454644
RAWUKQMJ,SAHWCZNH,2023633
ZKENOUDA,XIIEJNEE,80681
FQCLOEXA,IGDVVKUD,12326
RCBZUSIM,SAHWCZNH,2023633
LRVGFDFM,DBWLZWNK,162894
OGAFEHLU,VBYCLTYZ,360914
XUOIQPFL,OGAFEHLU,0
QVLMOEYE,IGDVVKUD,12326
SNHYOVBM,DJBLNPNC,1044
QSDCUCLB,VBYCLTYZ,360914
HXYSSRXE,VWMBASNE,88480
DBWLZWNK,LSOIUSXD,206972
DEWLVASR,ZCELVYQU,137442
EVBVXETX,DJBLNPNC,1044
KAGJCHMR,GKQIJYDH,6426763
ATLDMDBO,OXKURKXR,98073
APQGTRMF,BTMOEMEP,13823982
VMAQSTJE,XIFHSOWQ,72107
FTSVTTSR,SAAYMURU,26666
ROACSLMG,ANWUJOKX,0
ZCELVYQU,ZXERAXWP,27197
XIPPENFQ,MIRCVAMV,44884
RJCAXSGH,DEWLVASR,417754
XUOIQPFL,RCBZUSIM,7614
UXSPKBJR,XUOIQPFL,2585695
ATLDMDBO,UXSPKBJR,490897
XIFHSOWQ,XIPPENFQ,102552
LTOYKIML,RUVXNNVA,0
GYHKIVQT,DNMPSKTB,5167499
RJCAXSGH,AANGBULD,324918
HXYSSRXE,PLMZALFA,0
LRVGFDFM,OGAFEHLU,0
BLANHGYY,FDXPMYGF,2013
RCBZUSIM,ATLDMDBO,42136251
BTMOEMEP,RAWUKQMJ,3602369
DBWLZWNK,ATLDMDBO,42136251
UIFPPCLR,BEZYMBBT,3486807
DBWLZWNK,HXYSSRXE,5356483
UXSPKBJR,ATLDMDBO,42136251
UXSPKBJR,FRHNWLNI,968919
KFQSHBNH,KJNSOAHR,13964898
QSDCUCLB,IGDVVKUD,12326
VUAFAIYJ,ZXERAXWP,27197
FRHNWLNI,ATLDMDBO,42136251
FRHNWLNI,UXSPKBJR,490897
OGAFEHLU,ROACSLMG,2165616
ZCELVYQU,DNMPSKTB,5167499
IGDVVKUD,HXYSSRXE,5356483
SNHYOVBM,BSRMSVTC,285558
IGDVVKUD,UXSPKBJR,490897
LRVGFDFM,IGDVVKUD,12326
ZKENOUDA,VUAFAIYJ,582844
XUOIQPFL,UGEQLMXM,173044
ZGJXVMNI,WPQXWHYO,10908449
VMAQSTJE,STZDBITS,20910300
JPBRUTWP,RCBZUSIM,7614
NZKBIBNU,XIIEJNEE,80681
ELQGMQWE,UIFPPCLR,81900
XUOIQPFL,JPBRUTWP,5601918
QRKRBYJL,UXSPKBJR,490897
HXYSSRXE,KEUWZRKO,413339
FQCLOEXA,ZKENOUDA,373089
PLMZALFA,JERHKLYW,11200
ZGJXVMNI,DDEXPPXU,14150
QVLMOEYE,HXYSSRXE,5356483
XIIEJNEE,OKMBFVKS,1836910
DBWLZWNK,WBLJNPZQ,149247
QVLMOEYE,WQMVCOEM,42718
TGOELCAG,LUENUFGA,3702768
BSRMSVTC,PYZMVUWD,4701
BTMOEMEP,WQMVCOEM,42718
BEZYMBBT,SDWAYPIK,5358826
VBYCLTYZ,FDXPMYGF,2013
OGAFEHLU,QVLMOEYE,967095
RUVXNNVA,SAAYMURU,26666
OGAFEHLU,ANWUJOKX,0
ATLDMDBO,XUOIQPFL,2585695
VBYCLTYZ,AXULOHBQ,73175
OXKURKXR,BEZYMBBT,3486807
JERHKLYW,XIPPENFQ,102552
AXULOHBQ,FDXPMYGF,2013
LUENUFGA,MIRCVAMV,44884
ATLDMDBO,RCBZUSIM,7614
GKQIJYDH,KFQSHBNH,9654609
WBLJNPZQ,BTMOEMEP,13823982
XUOIQPFL,SDWAYPIK,5358826
GYHKIVQT,VWMBASNE,88480
RUVXNNVA,ELQGMQWE,711795
LPHPPJUG,WPQXWHYO,10908449
FQCLOEXA,WPQXWHYO,10908449
KFQSHBNH,DEWLVASR,417754
VUAFAIYJ,ZCELVYQU,137442
ANWUJOKX,HXYSSRXE,5356483
LPHPPJUG,EVBVXETX,5157814
JERHKLYW,TGOELCAG,174754
NAQIHUKZ,GKQIJYDH,6426763
RAWUKQMJ,UGEQLMXM,173044
VBYCLTYZ,HXYSSRXE,5356483
SAHWCZNH,WPQXWHYO,10908449
EVBVXETX,ATLDMDBO,42136251
OKMBFVKS,FDXPMYGF,2013
QVLMOEYE,BLANHGYY,32823
WHPUAOID,LRVGFDFM,11241783
KJNSOAHR,LRVGFDFM,11241783
LLHREMKS,KAGJCHMR,5743
UXSPKBJR,QRKRBYJL,2217855
ROACSLMG,QRKRBYJL,2217855
SNHYOVBM,ANWUJOKX,0
LRVGFDFM,UGEQLMXM,173044
DJBLNPNC,SUOYXCHP,418
HXYSSRXE,BSRMSVTC,285558
DUCMGGNW,UXSPKBJR,490897
WPQXWHYO,NZKBIBNU,249213
DEWLVASR,KJNSOAHR,13964898
OGAFEHLU,RCBZUSIM,7614
OKMBFVKS,HXYSSRXE,5356483
DEWLVASR,ZGJXVMNI,2630438
SNHYOVBM,BLANHGYY,32823
OJIFIHMZ,SNHYOVBM,454644
HXYSSRXE,JPBRUTWP,5601918
KJNSOAHR,QRKRBYJL,2217855
QKXNTIIB,NAQIHUKZ,0
LRVGFDFM,AXULOHBQ,73175
GYHKIVQT,XUOIQPFL,2585695
VWMBASNE,PLMZALFA,0
OJIFIHMZ,AHMDUILJ,106090
SDWAYPIK,BEZYMBBT,3486807
ZGJXVMNI,FQCLOEXA,1906189
LSOIUSXD,AXULOHBQ,73175
OXKURKXR,JSLXRQOK,8039
VMAQSTJE,TANNMIMB,0
LRVGFDFM,QSDCUCLB,4
WQMVCOEM,OGAFEHLU,0
DNMPSKTB,HXYSSRXE,5356483
FCYBOAXC,VUAFAIYJ,582844
DNMPSKTB,BTMOEMEP,13823982
LLHREMKS,UGEQLMXM,173044
HXYSSRXE,DNMPSKTB,5167499
QRKRBYJL,BEZYMBBT,3486807
GYHKIVQT,RCBZUSIM,7614
FWUCPMMW,AXULOHBQ,73175
RCBZUSIM,AXULOHBQ,73175
DJBLNPNC,FDXPMYGF,2013
PLMZALFA,VWMBASNE,88480
OGAFEHLU,QJQJSWFU,126736
BTMOEMEP,UGEQLMXM,173044
DBWLZWNK,BTMOEMEP,13823982
VBYCLTYZ,DNMPSKTB,5167499
ZGJXVMNI,LPHPPJUG,1222239
EVBVXETX,AXULOHBQ,73175
BSRMSVTC,QSDCUCLB,4
QRKRBYJL,BSRMSVTC,285558
UIFPPCLR,WQMVCOEM,42718
DNMPSKTB,SDWAYPIK,5358826
APQGTRMF,WBLJNPZQ,149247
APQGTRMF,QRKRBYJL,2217855
AHMDUILJ,RAWUKQMJ,3602369
AHMDUILJ,APQGTRMF,25527
JPBRUTWP,WBLJNPZQ,149247
AXULOHBQ,HXYSSRXE,5356483
WQMVCOEM,JPBRUTWP,5601918
VBYCLTYZ,GYHKIVQT,15789498
UXSPKBJR,BTMOEMEP,13823982
AXULOHBQ,PLMZALFA,0
UXSPKBJR,QVLMOEYE,967095
RUVXNNVA,LLHREMKS,45947
SDWAYPIK,WBLJNPZQ,149247
QSDCUCLB,DBWLZWNK,162894
QSDCUCLB,DDEXPPXU,14150
VUAFAIYJ,LRVGFDFM,11241783
FDXPMYGF,OGAFEHLU,0
LLHREMKS,ZXERAXWP,27197
QSDCUCLB,ANWUJOKX,0
PLMZALFA,TANNMIMB,0
VWMBASNE,GIKPEWTY,0
UIFPPCLR,ELQGMQWE,711795
ANWUJOKX,OGAFEHLU,0
HXYSSRXE,RAWUKQMJ,3602369
XUOIQPFL,XIIEJNEE,80681
WBLJNPZQ,LSOIUSXD,206972
VMAQSTJE,OGAFEHLU,0
HCDTGMST,STZDBITS,20910300
DBWLZWNK,FRHNWLNI,968919
ATLDMDBO,BLANHGYY,32823
DBWLZWNK,LRVGFDFM,11241783
UXSPKBJR,RAWUKQMJ,3602369
BLANHGYY,OGAFEHLU,0
BEZYMBBT,GYHKIVQT,15789498
QSDCUCLB,SDWAYPIK,5358826
SDWAYPIK,OXKURKXR,98073
OGAFEHLU,UXSPKBJR,490897
JSLXRQOK,GKQIJYDH,6426763
BSRMSVTC,XIFHSOWQ,72107
SAAYMURU,XIIEJNEE,80681
KAGJCHMR,DDEXPPXU,14150
WPQXWHYO,ZKENOUDA,373089
HCDTGMST,KEUWZRKO,413339
